date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,soil_moisture,soil_temp,et
2018-01-25,15,6,1013.74,100,13,23,7,11,-3,1016,1011,0,66,16,140.4
2018-01-26,16,2,1013.95,82,8,25,8,7,-5,1016,1011,0,51,36,141.2
2018-01-27,17,5,1014.11,88,8,25,9,11,-3,1016,1011,0,67,31,151.7
2018-01-28,18,5,1014.88,82,14,26,9,9,-1,1018,1012,0,67,28,132
2018-01-29,18,4,1016.74,67,12,27,10,9,-1,1020,1014,0,70,25,119.9
2018-01-30,20,3,1017.14,68,9,29,11,9,-3,1020,1013,0,71,29,148.2
2018-01-31,22,3,1016.22,45,9,28,16,5,-1,1019,1013,0,74,31,124.1
2018-02-01,20,3,1015.6,59,9,29,12,8,-1,1019,1012,0,77,36,134.9
2018-02-02,20,5,1013.25,55,11,28,13,9,1,1015,1010,0,79,28,155.5
2018-02-03,20,2,1015.7,63,10,26,15,10,-3,1018,1013,0,71,22,126.4
2018-02-04,18,-1,1016.81,51,7,25,11,3,-8,1020,1014,0,73,30,147.8
2018-02-05,17,0,1018.47,47,11,24,10,2,-3,1021,1016,0,63,25,135.4
2018-02-06,18,-2,1018.53,39,9,23,14,3,-7,1021,1016,0,55,38,125.7
2018-02-07,18,-3,1015.73,49,7,25,11,5,-10,1018,1012,0,74,30,148.7
2018-02-08,18,-1,1014.17,44,10,25,10,3,-2,1017,1011,0,75,30,138.2
2018-02-09,18,-1,1014.36,50,9,26,10,3,-7,1017,1010,0,72,28,151.3
2018-02-10,18,1,1015.86,41,11,26,11,5,-2,1019,1013,0,62,45,130.9
2018-02-11,19,5,1014.7,55,18,23,15,8,2,1017,1012,0,66,19,136.9
2018-02-12,18,7,1016.98,94,12,25,12,15,0,1021,1014,0,64,39,130.8
2018-02-13,19,8,1022.53,100,12,25,13,14,-1,1025,1020,0,72,30,118.7
2018-02-14,18,3,1023.43,54,16,24,11,6,-4,1026,1020,0,69,22,149.5
2018-02-15,18,5,1021.68,67,16,26,11,8,4,1024,1018,0,63,31,149.7
2018-02-16,22,6,1019.24,63,13,27,16,10,2,1023,1015,0,59,41,125.2
2018-02-17,22,5,1014.3,55,8,29,16,10,-1,1017,1010,0,50,32,118.2
2018-02-18,21,4,1013,67,7,29,13,9,-3,1015,1010,0,52,27,145.1
2018-02-19,22,5,1014.55,55,11,29,14,8,2,1017,1012,0,75,31,137.7
2018-02-20,23,4,1014.24,48,10,31,15,10,0,1017,1011,0,70,27,129.4
2018-02-21,24,7,1012.06,56,12,33,15,14,3,1015,1008,0,78,19,149.2
2018-02-22,25,7,1010.97,52,9,33,17,12,3,1014,1007,0,54,36,152
2018-02-23,25,6,1010.82,59,7,33,17,12,0,1013,1007,0,75,39,127.6
2018-02-24,26,7,1013,52,15,33,18,11,3,1015,1009,0,50,31,126.4
2018-02-25,25,6,1016.37,46,9,30,20,13,-1,1020,1013,0,80,16,153.6
2018-02-26,22,7,1015.75,63,10,31,14,13,3,1018,1011,0,69,29,130.2
2018-02-27,24,8,1014.42,52,13,32,16,13,6,1017,1010,0,76,16,137.6
2018-02-28,25,10,1014.07,64,20,32,18,14,7,1017,1010,0,59,37,151.4
2018-03-01,27,10,1012.18,57,12,34,20,16,5,1015,1008,0,54,33,148.4
2018-03-02,26,6,1011.18,53,11,33,20,12,3,1014,1007,0,71,20,150.5
2018-03-03,26,4,1009.23,49,5,34,19,9,-3,1017,1005,0,63,26,133
2018-03-04,25,8,1010.19,49,16,32,18,11,2,1018,1007,0,77,44,131.7
2018-03-05,23,7,1013.96,100,11,30,16,13,0,1017,1011,0,79,28,121.5
2018-03-06,22,4,1015.39,48,6,29,15,9,-3,1018,1012,0,80,33,125.9
2018-03-07,24,2,1014.07,55,5,32,15,8,-6,1017,1011,0,53,16,135.8
2018-03-08,24,1,1014.41,42,7,32,15,5,-5,1017,1011,0,68,42,136.6
2018-03-09,26,3,1014.16,37,8,33,19,6,-1,1017,1009,0,57,36,137.1
2018-03-10,26,4,1013.76,38,6,34,19,8,0,1017,1009,0,60,41,154.7
2018-03-11,26,3,1013,46,6,34,18,10,-3,1016,1009,0,59,45,139.6
,,,,,,,,,,,,,60,24,136.7
